"file_name","processed_text"
"""OpSys_C_Programming_Transcript.txt""","so the solution for this for a solution for this is use what's referred as include guards. so what i did was. i essentially attached a preprocessor if statement this include file. this header file and it's gon na say if a magical barrier would not magical. that's other. do n't magic here. if a variable called mathf in the preprocessor scope is defined, skip over everything down. this end, if if it's not, continue on. so the very first time math dot h is included by the preprocessor, it's gon na run and math underscore h is not defined. then it's going go line too, and it's going define a variable inside the preprocessor space that says map underscore h is defined and then it will go down and continue and that i will include bath outage again, will go and grab math dot h as a text file and it will read it and the very first thing in there is that if statement say if math underscore h is not defined. but guess what? it is now and so it skips over. that essentially gets rid of the inclusion of this stuff in here, and then it will continue on. so we will only get math under mathe included. once. one thing that's important note is if you chew when you choose your names for your include guards, make sure that you unique that header file and not used elsewhere. otherwise you could have unexpected behavior. questions. yes, it's actively make them very well anything. yes, you can use whatever you want there. i often like just use the name of the header file just because it's easy for me remember, but you can use whatever you want. some people like start with underscore. yeah, it is what it is, so. all right, i'm going actually fix this make it not like that. good. that's still works ok. couple of other things about this or we run out of time, yeah. i'm including a header file. my header file consists of forward declarations for functions that are in my source file, right? people asked this question a lot. unfortunately, most of the time i give them a lame answer because my examples are usually small and the answer when i show it them is like yeah, but that's not a problem. and i say yes, it's true. if include is, no matter is no magic the include, there's no magic header files."
"""OpSys_C_Programming_Transcript.txt""","couple of other things about this or we run out of time, yeah. i'm including a header file. my header file consists of forward declarations for functions that are in my source file, right? people asked this question a lot. unfortunately, most of the time i give them a lame answer because my examples are usually small and the answer when i show it them is like yeah, but that's not a problem. and i say yes, it's true. if include is, no matter is no magic the include, there's no magic header files. i like argue with people say ohh on windows, so i'll say no. on docx, that's a microsoft word file. it needs be opened by microsoft word. it ca n't be opened by anything else. i'm like it's it's just a fire. it can be opened by notepad++. i can open a docx in chrome, i can open up a docx in many other different applications. they might not be interpreted well levels applications, but it's just a file for those that have gotten far enough in the windows subsystem for linux project. i asked you like research the fundamental files on a linux system. i do n't say that text files are different than word documents are different than executables. those are all regular files, and so similarly with the preprocessor. when i say include math dot h, there's no magic a header file. there's nothing say that, that that i can limit that so i can go in here and say include math dot c and what that's going do is the preprocessor is going go out. it's gon na find math dot c and jam it right there, right. and so as a result, when i when i run the preprocessor here. we see that the output consists of the implementation of all of the functions that were in that dot c along with my code, right? that works and looks ok, and make matters worse or better, how are you gon na say it? a full compile works. it finds all the symbols it found. found add right and so you look at that and say, well, ca n't i just include all my c files altogether in one thing and then just have it work? and unfortunately, for what it's worth, the answer here is yes, it works. i do n't want you do that, though. and now then this is where i have only a lame answer."
"""OpSys_C_Programming_Transcript.txt""","we see that the output consists of the implementation of all of the functions that were in that dot c along with my code, right? that works and looks ok, and make matters worse or better, how are you gon na say it? a full compile works. it finds all the symbols it found. found add right and so you look at that and say, well, ca n't i just include all my c files altogether in one thing and then just have it work? and unfortunately, for what it's worth, the answer here is yes, it works. i do n't want you do that, though. and now then this is where i have only a lame answer. if people say, well, why doctor like you, why ca n't i? why are you only letting me include header files? does anyone know of a good answer for why i do n't want you include source files? yeah, if you're duplicating a lot of the code, so it's just that makes the entire than binary blowing. ok, that's a big one. and that's the answer that i often will give, except in this example you'd be like. well, there's not a whole lot of code here, and i'm like, yeah. ok. right. sure. so the answer was given here was say that if i include all of my source files in all of my other source files, then i could have a very large bloated. program the other. the answer here is by including just code. if i do n't include things in the proper order, i might have forward declaration or symbol problems where it's not able find certain symbols. in this case, i included the sort of the client files, the files that i'm using first before the actual. i guess the the holster though the actual implementation before the code that uses it, right? but i could include things that a different order and then cause dependence problems. so by only using forward declarations that kind of organizes our code better and only including header files. it just seems better for organization and is less prone for errors. you have take my word for it. ok. so for this class, i will say that in the lab descriptions, but i will also say it now do not include anything other than header files do not include source files."
"""OpSys_C_Programming_Transcript.txt""","i guess the the holster though the actual implementation before the code that uses it, right? but i could include things that a different order and then cause dependence problems. so by only using forward declarations that kind of organizes our code better and only including header files. it just seems better for organization and is less prone for errors. you have take my word for it. ok. so for this class, i will say that in the lab descriptions, but i will also say it now do not include anything other than header files do not include source files. if you want do something where you're using multiple files, include the header file, and when you're actually compiling the file, specify in multiple files on the compiler command line. ok, i got one minute left. make sure you see. if i did n't think of forget anything else we talked about compilation. we talked about multiple files, alright, library functions. ok. we're not gon na talk about a whole lot of the library functions, especially not in the next 30 seconds, but one thing i do want mention here is when it comes library functions like std io dot h, you'll notice that in here it says that they're called that and then they use these like braces like this. these less than greater than around the file. when it comes system library functions, we will need use this this style of including. so later on we talk about printf. we will need include std io h like this. what this tells the compiler do is if you notice over here on the left side, math thought each is right there, the compiler knows where find it. so by using quotes that says just look locally for that file. here you want the compiler search the entire system library path where all the system library header files are. you use these less type greater than braces. there's actually a command you can write will show you where the compiler is searching for better files. does n't searching for stuff and if you use the last night greater than it will search all the system paths. if you use folks, it will just use the local path, so that's it. sorry, i went over time, so we'll stop there. we'll continue with this. tomorrow, tomorrow's friday. so have a good night. we'll see tomorrow. lembke, james stopped transcription"
"""Opsys_Condition_Variables_Transcript.txt""","meeting in _ general_-20240328_130424 - meeting recording march 28, 2024, 6:04pm 43 m 43s lembke, james started transcription lembke, james 0:06 the little hello. ok. so operating systems welcome isolation and protection. abstractions are cool. ah, so what are we doing this week? we are doing see monday. if you remember all the way back monday, we talked about producer and consumer, i kind of feel like it is, at least in my opinion, a good sort of encapsulation of ways that we can use a lot of these mutual exclusion mechanisms, some of ours and mutexes and condition variables. so we talked about that and. some examples on how you can use the different mutual exclusion mechanisms for producer and consumer. we do have a quiz on friday after using concurrency, so essentially everything up well starting in our thread topic up until really producer and consumer type stuff. so what are we doing today? today we're doing deadlock, so that's the topic for this, so let's just dive into deadlock and we'll see how far we get if we finish well, we'll be done with deadlock. if we do n't finish well, we'll continue tomorrow. uh, so? deadline. what is deadlock? there's a member of like. what? what is that we we talked a little bit about what that means. yeah. ohh, that's one like. i'm not gon na some more more prevents the code from actually proceeding forward, either from preventing it from blocking or preventing it from ever unlocked. ok, so one answer and i'm gon na try repeat it and maybe do my best not twist your words, but it's a situation in execution ca n't proceed because of somebody or somebody, a process or a thread or multiple processes or threads holding on resources. ok. and in a way that's right in the previous notes i talked about deadlock being this aggressive holding of resources, right and aggressive is kind of maybe more of an emotional word. like what does aggression mean in in terms of a process? i mean, processes do n't have feelings, they're not angry, they're not aggressive. they just, in a way, it's holding of a resource that you're not going give up, right? so yeah, i like that definition. other thoughts on deadlock? now i think that's pretty good now where this is a topic on deadlock. so not livelock."
"""Opsys_Condition_Variables_Transcript.txt""","and in a way that's right in the previous notes i talked about deadlock being this aggressive holding of resources, right and aggressive is kind of maybe more of an emotional word. like what does aggression mean in in terms of a process? i mean, processes do n't have feelings, they're not angry, they're not aggressive. they just, in a way, it's holding of a resource that you're not going give up, right? so yeah, i like that definition. other thoughts on deadlock? now i think that's pretty good now where this is a topic on deadlock. so not livelock. livelock is sort of not the opposite, because the opposite of deadlock is not deadlock, is this systems running livelock is another situation we're not getting any work done, but the appearance makes it look like we're getting something done because we're constantly in a way you would say it's like an aggressive releasing of resources. i do n't really know. that's really the right way of saying it, but or the passive holding of resources, it's no, i do n't want it. you take it and we're kind of like playing hot potato, where we're passing things back and forth where nobody seems want the resource. but as a result, we spend all of our time passing this resource back and forth and it looks like we're doing a lot of work right as far as, like i'm asking the resource back and forth, we're getting a workout, moving things back and forth, but we're not actually doing useful work now. you might argue that passing a resource back and forth might be useful work if you're playing the actual game of hot potato, but in the world of actually like computing some mathematical thing or playing a game or doing something, yeah, passing a resource back and forth is not really all that useful. so for this topic is on deadlock. so what do i mean by that? and we kind of already talked about that is so for this discussion. i wanna be a little bit more general. ok."
"""Opsys_Condition_Variables_Transcript.txt""","you might argue that passing a resource back and forth might be useful work if you're playing the actual game of hot potato, but in the world of actually like computing some mathematical thing or playing a game or doing something, yeah, passing a resource back and forth is not really all that useful. so for this topic is on deadlock. so what do i mean by that? and we kind of already talked about that is so for this discussion. i wanna be a little bit more general. ok. and in the deadlock examples that you may have run into with flagger ahead or in the examples that i gave with yeah in the in the previous examples using mutex locks, there were specific pthreads, but in this particular case i wanna be a little bit more generic in can explaining deadlock maybe more hand wavy just in terms of resources in general? later on, we'll talk about how we can do that in a pthread context or a posix context, but i'd like start more generic and then go more specific. so here is my thought. ok, we have lots of resources on the system. we have memory here cpu we have io. we have files you can probably come up with a whole bunch of other different resources in our computer. we have our monitor, might be a resource speakers, so on, ok, we've got stuff, right and we have processes, threads, whatever you want refer them as when it comes deadlock. yeah, it's 601 and we have resources that may need be used mutually mutually exclusive in that we might have a situation where one thread needs have control over one of these resources. when it comes something like cpu, ok, yes, only one process can be executing on the cpu out of time. so the way it would kind of consider it a lock, but again we've got resources, memory, things like that, and we have mechanisms, some of ours, mutexes, condition variables. there are others, but these are we talked about that allow us lack out resources. ok, so. deadlock. here is the outside. we're gon na talk, general. now going the posix. ok, but this is just an example here. i'm a situation where we might run into deadlock, right? and i say that specifically might run into deadlock because when it comes deadlock, we'll talk about some mechanisms for trying prevent or avoid deadlock. and might is a big thing."
"""Opsys_Condition_Variables_Transcript.txt""","so the way it would kind of consider it a lock, but again we've got resources, memory, things like that, and we have mechanisms, some of ours, mutexes, condition variables. there are others, but these are we talked about that allow us lack out resources. ok, so. deadlock. here is the outside. we're gon na talk, general. now going the posix. ok, but this is just an example here. i'm a situation where we might run into deadlock, right? and i say that specifically might run into deadlock because when it comes deadlock, we'll talk about some mechanisms for trying prevent or avoid deadlock. and might is a big thing. is it guaranteed that we will get into deadlock in this particular situation, right? say for example i've got one thread executing thread one routine and another thread executing thread two routine. if the operating system says i am going schedule thread bound run first and this thread for whatever reason because it's got a high cpu time quantum run its its work, it could achieve and receive a lock on you, unlock one, grab a lock, unlock two, then do some more work, unlock it, unlock two and unlock one and return right. you could unlock these in any order i for whatever reason, just the way my brain works like think about unlocking something in the reverse order in i locked them, but ultimately you get the idea here. hopefully that if this thread were run and do work in between doing these locks and actually completion would be fine. so by executed thread one completion and then executed thread 2 completion, no deadline. anyone have any questions or thoughts about that? ok. but that being said, i have no control about limited control over when the operating system is going decide who run when. so it could say thread one you get run and right here in this comment while it's doing some work, the operating system might say thread one, you're you hide your turn and the cpu, it's now somebody else's turn and it says right you, it's your turn, right. you're gon na run. it's gon na lock. run two and then it's gon na wait and then the operating system will say ok, right? two, you've had your turn. now it's thread one's turn. thread one tries go down here and lock mutex lock two and what happens? who's got the lock on lock 2? the thread too, right?"
"""Opsys_Condition_Variables_Transcript.txt""","so it could say thread one you get run and right here in this comment while it's doing some work, the operating system might say thread one, you're you hide your turn and the cpu, it's now somebody else's turn and it says right you, it's your turn, right. you're gon na run. it's gon na lock. run two and then it's gon na wait and then the operating system will say ok, right? two, you've had your turn. now it's thread one's turn. thread one tries go down here and lock mutex lock two and what happens? who's got the lock on lock 2? the thread too, right? right it, right. we've got ownership right with locks. we know who owns it, so the operating system says i'm sorry, thread one, thread two is got that locked. so you need block on this mutex locks waiting queue. you're stuck, right? two then, is the only one essentially, in this particular case, eligible run. because this guy's blocked. it's very two your turn and it says alright. i would like lock lock one and at that point the operating system says ok. sorry, right, one has n't. so you are going get put on the waiting queue for lock one and the operating system says who else gets run? well, fred, one is law is stuck waiting on lock 2. red two is stuck waiting on lock one and we're not going proceed any further. and this is that ok, right. how else can we get deadlock? i would say that this is a specific instance of a resource, right? we have a lock. a lock is a resource. what does that lock referring? you know, it might be a lock where we need lock something out before we access some line of code access a global variable. the mutex lock itself does n't indicate what resource we're utilizing, it's just a lock and lock. something else, right? it's up us as programmers figure out what the lines of code are that are going be in this dual work section. but the unique thing about a lock and maybe not unique, but the one property about a lock is that it's on or off. there's only one it's either open or closed. it's either locked or unlocked."
"""Opsys_Condition_Variables_Transcript.txt""","you know, it might be a lock where we need lock something out before we access some line of code access a global variable. the mutex lock itself does n't indicate what resource we're utilizing, it's just a lock and lock. something else, right? it's up us as programmers figure out what the lines of code are that are going be in this dual work section. but the unique thing about a lock and maybe not unique, but the one property about a lock is that it's on or off. there's only one it's either open or closed. it's either locked or unlocked. we have one instance, so speak, of that lock, so only one thread can control it, but we could run into deadlock for other reasons. and this is where we get a little bit more generic. ok, so this is important when it comes deadlock. and so right now it might not seem all that important. why i'm spending so much time on it. but later on we get deadlock avoidance. this becomes more important. we could run into deadlock when we have multiple instances of a resource. so in this particular case, say we have 200 resources up something, and independently a thread might request resources and so a caveat here is this request function would say i'm gon na allocate so many resources this thread out of how many i have, and if i do n't have enough, you have wait until there is enough, right? so in this case same idea. thread one executes completely completion. it can request any resources request 60. at that point, we went from 200 120. then we went down into the math, right, 60 resources left. then we weighed. then we release all of our resources. we're back up 200 and we, richard, right? this guy requests 70 resources. if there was 200, that would leave us with 130 resources. we request the more that leaves us with 50 and then it's going be some more work. release some all we're back up 200 and learning winter, right? but we have no control over when the context switch is happening or limited control like keep saying that we could have a context switch. in fact, inside this do work section. so in that case, we're gon na request 80. we're left with 120, then thread 2 is gon na run. it's gon na requests 70 and we're left with 50 after that."
"""Opsys_Condition_Variables_Transcript.txt""","we request the more that leaves us with 50 and then it's going be some more work. release some all we're back up 200 and learning winter, right? but we have no control over when the context switch is happening or limited control like keep saying that we could have a context switch. in fact, inside this do work section. so in that case, we're gon na request 80. we're left with 120, then thread 2 is gon na run. it's gon na requests 70 and we're left with 50 after that. then thread one could run and it's gon na request 60 more at the operating system. says. i'm sorry, there's only 50 there. i'm not gon na like, give you as many as i have you requested. 60. i'm going wait until you have 60. it's gon na say wait. you're stuck. there's not gon na run, and it's gon na say i would like 80 more resources. the os says there's only 50 left. sorry, you have block and now we're in deadlock. ok, so this is another potential situation for deadlock, but we have multiple things, stances of a resource. ok, so questions hopefully. i mean, you would say, ok, well, is it more complicated than that? well, really it's not. they're like, is what it is. i will say yes and no. we'll get a situation where it is slightly more complicated, but it's more just a continuation of this over and over again, so refine. the definition of our discussion of deadlock, this idea of 1 process holding on something that another process needs right, you'd say, well, that's deadlock. the world of theorists and operating system world said. ok, we're gon na analyze deadlock, and if we're gon na come up with these four conditions take that situation where one process or thread is holding onto a resource that another process needs while that process holds is holding on a resource that the previous process needs. we're gon na analyze this and come up with the four conditions for deadlock. alright, and here's what they are. so mutual exclusion says there will be a situation or if what we can get it better. like if there is a situation where a process can hold a lock on something, a situation where only one process can run or one thread can run and mutual exclusion right hold and wait."
"""Opsys_Condition_Variables_Transcript.txt""","ok, we're gon na analyze deadlock, and if we're gon na come up with these four conditions take that situation where one process or thread is holding onto a resource that another process needs while that process holds is holding on a resource that the previous process needs. we're gon na analyze this and come up with the four conditions for deadlock. alright, and here's what they are. so mutual exclusion says there will be a situation or if what we can get it better. like if there is a situation where a process can hold a lock on something, a situation where only one process can run or one thread can run and mutual exclusion right hold and wait. this is another condition for deadlock, in a process may hold on a resource or a lock while waiting for something else. right? alright, let's condition for deadlock. no preemption. there's no way for a process that's holding on a lock get rid of it. this is been aggressive holding the only way for a process release a resource is if the process wants release the resource. there's no way gank it away from them. right. and then the last one is circular wave, where there exists a closed chain in one process is waiting for something from another process is waiting for something from another process and it loops back around the initial process. this circular weight is where deadlocking gets slightly more complicated because in my previous examples i only had two threads deadlock foot involve 3 threads, or five threads, or 100 threads or 5000 threads. however many we're allowed create if the first thread is waiting for second, something that the second thread needs was waiting for something in the third thread needs brings something the thread needs all the way back around was waiting for something that the first thread has. alright, i'll circle ok here. all four of these things are true. we are in denmark. person. yeah, the third iteration? yeah. when it's saying you forcefully removed is that by like another threads moving it or that thread like? well, if it's if. yeah, good question. so no preemption, so no resource can be forcefully removed, forcibly removed from the process holding it. it's the idea that if i have a resource and i give it up, that's not forcibly, that's i do n't want it anymore. so i am passively or being nice and saying you can have it. i'm done with this resource."
"""Opsys_Condition_Variables_Transcript.txt""","when it's saying you forcefully removed is that by like another threads moving it or that thread like? well, if it's if. yeah, good question. so no preemption, so no resource can be forcefully removed, forcibly removed from the process holding it. it's the idea that if i have a resource and i give it up, that's not forcibly, that's i do n't want it anymore. so i am passively or being nice and saying you can have it. i'm done with this resource. that's not a force a force would be someone saying, you know, i use that example of the ball on the playground, right? i'm playing with the basketball. if i want say ohh john, it's your turn and i've passed him the ball that's not forcibly being released. forcibly being released is. i'm playing with the basketball and and i've got john and sally and bill and and and alicia that all want use that basketball. and i'm like, nope. sorry guys, i'm gotten. i'm gon na sit there and keep playing with it. and finally, there's the teacher on the playground that says jim, you've had your time with the basketball. please give it alicia. that's forcibly giving it away. i get rid of it when i do n't want. that's one minute. so that no one like take it, nobody's taking from. that's it. no preemption. two question. other questions? yeah, you could still care about. akale system, so this is not specific extra. eventually, like interactive like instance or example of a particular operating system, this just says if we have all four of these, we can call ourselves in deadlock. what we do after that try and prove or try and get rid of deadline is a different thing, right? if you kill a process and all that process is resources are forcibly removed, you just and preemption right and so one of the things we'll talk about later on is if all four of these are true. we are in deadline. if any one of them is removed or turned off, we are not in lewander,. so if we wanna stop deadlock or prevent it from happening, all we have do is pick one of these four and prevent it from happening. and that's your example there, right? we can stop deadlock by hitting control c, killing the process that could cause other problems on our system, but it does essentially cause preemption."
"""Opsys_Condition_Variables_Transcript.txt""","if you kill a process and all that process is resources are forcibly removed, you just and preemption right and so one of the things we'll talk about later on is if all four of these are true. we are in deadline. if any one of them is removed or turned off, we are not in lewander,. so if we wanna stop deadlock or prevent it from happening, all we have do is pick one of these four and prevent it from happening. and that's your example there, right? we can stop deadlock by hitting control c, killing the process that could cause other problems on our system, but it does essentially cause preemption. other questions? ok, so let's go on here and let's talk about deadlock mitigation. so these are the four things that we'll talk about. it will take us the rest of the time that they most likely no. they'd like medication. starting engines. here's my question though, for you, before we talk about this is deadlock back, let's get into the philosophical world. let's put on our philosopher hat is deadlock van we says yes, that who says no. ok, why is deadlock back? ok, deadlock is bad because we're not getting any work done. i'm with you there. great. why is deadlock good? was that? it's not harming anything. ok? i like that. this is why it's a philosophical discussion. yeah. other than thoughts, kind of like. is it detectable? ok, that means it's in a way. is that means because it's good or not or not good, right? it's good that it's that it's good, it's good that it's bad, right? oh, it's so good, but it's bad, right? it's so bad that it's good. yeah, it's. that's why i say it's a philosophical thing because i agree with you. it's bad because we're not getting any work done. i would like get work done on my computer. i do n't want my computer sit there doing nothing. it's generating heat. someone might say that's good, but you know there's other ways for me generate heat. so in that case deadlock is bad, but you might say that deadlock is good because what's the alternative? we could crisis system. we could corrupt something, right? think about the race condition."
"""Opsys_Condition_Variables_Transcript.txt""","that's why i say it's a philosophical thing because i agree with you. it's bad because we're not getting any work done. i would like get work done on my computer. i do n't want my computer sit there doing nothing. it's generating heat. someone might say that's good, but you know there's other ways for me generate heat. so in that case deadlock is bad, but you might say that deadlock is good because what's the alternative? we could crisis system. we could corrupt something, right? think about the race condition. case right that example where i have multiple threads all trying access variables at the same time. if those global variables right where i got the wrong answer right represented something very critical, like maybe something in the medical field where it was applying something some treatment some person and it applied the wrong amount of some medicine. i would rather the system maybe just chooses not or maybe cause damage right in certain situations. choosing do nothing might be a better situation than allowing the system proceed if it's going cause damage the world. do n't. there's a bad is it good? well, it is what it is. that's my father - in - law would say so. that being said though, for each of these mitigation strategies, i wanna kind of keep in mind that philosophical idea, because it's not always good have deadlock. but it's also not always bad. ok, so deadlock detection. here's the next the the one that we're gon na talk about next, alright, or first you could say so for that. i want draw a picture. as i like draw pictures. deadlock detection. that's as detection below. so you ca n't read my writing, is probably a lot of you, because i ca n't even read my own writing. but anyway, alright? check notation. and this is where it's going be cool. alright, we have a process here, a process i'm going draw a circle and we have some resource. whether it be maybe a lock or a page in memory or an io device, it's something that we want allow have exclusive access. remember, cause mutual exclusion is a is a requirement for deadlock. ok. all right. so that's what those are my symbols. let's then talk about two things, a request and a cold. ok."
"""Opsys_Condition_Variables_Transcript.txt""","and this is where it's going be cool. alright, we have a process here, a process i'm going draw a circle and we have some resource. whether it be maybe a lock or a page in memory or an io device, it's something that we want allow have exclusive access. remember, cause mutual exclusion is a is a requirement for deadlock. ok. all right. so that's what those are my symbols. let's then talk about two things, a request and a cold. ok. if i have a process, in this case p here that wants a resource r, i'm gon na draw an arrow it that says process p would like have controlled access resource r and then hold. this is a square. i'll draw the arrow the other way. if a resource is currently held by a particular process, ok. so. if we look at this example and we say, alright, yeah, we know that there's a potential for deadlock here. let's assume that the red one is allowed execute and stops right here, right at this request of of mutex selective. but inside this comment thread 2 not run and it got it's locked unlocked two and then continue execute. so at this particular point, let's assume the execution is right here in this thread and right here in this thread and thread two has a lock unlock one and thread one is a lock on the. sorry, thread two is a lock. unlock two and three. one is a lock on lock one, so at that point what we have is. thread one, i'll call it t1. has a lock on lock 1l1, so it holds lock. once the arrow goes this way and gt2. holds a lock on l2. ok, that's that first part. and then right here thread one is requesting a lock unlock 1a lock two and thread two is requesting a lock unlock one. so that is thread one is requesting a lock unlock two. so request is an error going out of the process and thread two is requesting a lock unlock one. so we have an arrow going out of the process. right there is my notation of that situation, and we already previously discussed that we were in deadlock, right? so looking at this picture now, i got an arrows across. that's all you have just real on that. but there are actually touching each other and just thoughts in this picture. but my point that's over here with me. but what do we see about this particular?"
"""Opsys_Condition_Variables_Transcript.txt""","so request is an error going out of the process and thread two is requesting a lock unlock one. so we have an arrow going out of the process. right there is my notation of that situation, and we already previously discussed that we were in deadlock, right? so looking at this picture now, i got an arrows across. that's all you have just real on that. but there are actually touching each other and just thoughts in this picture. but my point that's over here with me. but what do we see about this particular? if you're calling a graph, that's happening. that you might indicate that we're debra. yeah. yeah, we have a loop. we have a circle now. it's not really a circle because, well, my my lines are curved, but we can start at any place in here and by following the arrows we can go this way. this way this way and we can get back where we started. if we were draw a situation or a state of the system like this, if we find a cycle, we know we're in. devon, this is deadlock detection. this graph is referred as a. resource allocation, graph allocation graph and the idea here is if i actually spell graph right is we could have our operating system keep track of everything that a process holds and everything that a process requests. and if at any time we have a cycle dating system, will know that we're in deadlock. it's pretty cool, is n't it? and so what's neat about that is if we go down here the resource allocation graph. if we have this situation in the state right, we're not a deadlock because here we have two processes that do n't request resource. we're not a deadlock because we know that only one of these processes are ever going obtain the resource, so maybe this guy later on will obtain it, but the era will go the other way. it will use the resource and then hopefully release it and then this guy can get it and then there will go the other way for them this error will be gone completely and we're allowed complete execution. the lowly we're not done like here, but here. this is like the example from earlier. we have a cycle, so we are in denmark. questions. thoughts. no. you can actually see this happening. uh. see somebody implementing this later on i will say when we talk about deadlock."
"""Opsys_Condition_Variables_Transcript.txt""","it will use the resource and then hopefully release it and then this guy can get it and then there will go the other way for them this error will be gone completely and we're allowed complete execution. the lowly we're not done like here, but here. this is like the example from earlier. we have a cycle, so we are in denmark. questions. thoughts. no. you can actually see this happening. uh. see somebody implementing this later on i will say when we talk about deadlock. ohh, sort of what is the word i use deadlock recovery that he threads actually could do this, but they do n't. uh, if you look at pthread lock for example, you could see a situation where if a process obtains a lock, you could actually in the operating system create a data structure for this graph. why would this be potentially problematic? how many processes do i have in my system? potentially a lot. how many locks might have processed might process create? potentially a lot. how many resources do i have? one for every lot. and so one of the things that is sort of something think about, you know, overhead like the overhead of creating a resource allocation graph can be pretty hot in terms of the amount of memory that we have. we have a large system with lots of losses and a lot of resources. ok, so that's something think about. literally talk about overhead too much in operating system. we just said in previous topics this is what the operating system does, but one of the goals of the operating system designer is keep overhead low. why? well, in a way, i paid good money for my memory on my cpu. i do n't want my operating system suck it off every single time a new version of windows comes out and the amount of storage i need for windows goes up by gigs. like i spend good money for this hard rock, i do n't wanna feel a lot with operating system stuff. i wanna play all the ring right and so something think about. keep overhead low. ok. other thoughts on deadlock detection? we'll come back it before the end of the day. good. deadlock prevention. ohh sorry, one more thing on resource allocation graphs that i want mention is if you look at literature outside of my notes and i've actually got it in here just make you aware of it is they will say right here. if there is a cycle, deadlock may exist when they when but, but it may not."
"""Opsys_Condition_Variables_Transcript.txt""","right and so something think about. keep overhead low. ok. other thoughts on deadlock detection? we'll come back it before the end of the day. good. deadlock prevention. ohh sorry, one more thing on resource allocation graphs that i want mention is if you look at literature outside of my notes and i've actually got it in here just make you aware of it is they will say right here. if there is a cycle, deadlock may exist when they when but, but it may not. we look at that and they'll say, wait, what deadlock may exist? what does that mean? well, the argument that's usually given for why it says it may exist but may not, is this where if we augment this picture put dots under it? because it what are the dots? make but that's indicate number of resources. if i have more than one instance of a resource, in this case i have a cycle, but it's not in deadlock because there result of having more than one instance of this resource. this resource might be held by p1p2, but then also requested by p1 and the operating system can grant that just grants that the other instance of the resource right. doctor luke's argument this is, is this really 2 instances of the same resource or is it too different resources? we could consider our resource category and say i want i have two instances of resource r1 for them make r1 dot one and r 1.2 and then they're just different resources. as a result, i've got 2 boxes here and then you do n't have a cycle. that's my argument, but i've mentioned it now because books and other, you know, stack overflow, whatever. like you mentioned, that was an idea, but in terms of the resource allocation graphs in general, if there is a cycle, there's most likely deadlock. if you only have 1 instance of each resource. alright, so let's go deadlock prevention. deadlock prevention takes the conditions for deadlock and attempts do the converse or contrapositive or whatever the logical term is. i ca n't remember what it is. it's sentence right conditions were deadlock. say if all four of these exist, or you could say we are in deadlock if and only if all four of these exist, right? that implication, or whatever i again, i ca n't remember a lot. that was discrete now, right? but you did that kind of stuff with the logic stuff. ok."
"""Opsys_Condition_Variables_Transcript.txt""","deadlock prevention takes the conditions for deadlock and attempts do the converse or contrapositive or whatever the logical term is. i ca n't remember what it is. it's sentence right conditions were deadlock. say if all four of these exist, or you could say we are in deadlock if and only if all four of these exist, right? that implication, or whatever i again, i ca n't remember a lot. that was discrete now, right? but you did that kind of stuff with the logic stuff. ok. no, i'm not that great at it. but i do remember something deadlock occurs if and only have four of the. all four of these conditions are true. that being said, we can say that as a result, if any one of them are not true, is not true, are not true. ok, if if any one of them is false, we're not in deadlock. so deadlock prevention says all i have do is implement an operating system in such a way where all four of these can never happen. that woman will be a deadline. herein lies the philosophical question about is deadlock good or bad? because some of the situations in we avoid deadlock by turning on these balls, what does in a situation where it's like, well, am i gon na break something right? let's look at mutual exclusion. ok, one way avoid deadlock is not have any mutual exclusion mechanisms, right? we just say we're gon na get rid of. we're gon na allow you create key threads, but we're not going let you create some of ours, pthread, pthread mutexes or condition variables, or any of the other mutual exclusion mechanisms. well, what what? i ever have deadlock? no, but that makes the programmers like job a lot harder. it's how do i avoid race conditions where i do n't have mutual exclusion? how do you do that? can you do it in all cases? i did do that. so so yeah, i did do some examples where we used like that cpu atomic operation right where we could increment by defection add or function subtract and it fixed some of the situations where i could have correct values. but there are some situations in data structures that that's really hard, and there's a whole like world of research out there."
